,mpl_hostname,mpl_letter,mst_metratio,mpl_discmethod,mpl_pnum,mpl_orbper,mpl_orbsmax,mpl_orbeccen,mpl_orbincl,mpl_massj,mpl_radj,mpl_dens,mpl_eqt,mpl_insol,mst_teff,mst_mass,mst_rad,mst_age,mst_lum,mpl_status
2174,Kepler-373,c,,Transit,2,16.725948,0.126,,,,0.111,,,,5787.0,,0.84,,,3
2175,Kepler-374,b,,Transit,3,1.897806,0.029,,,,0.092,,,,5977.0,,0.91,,,3
2176,Kepler-374,c,,Transit,3,3.282807,0.042,,,,0.098,,,,5977.0,,0.91,,,3
2177,Kepler-374,d,,Transit,3,5.028219,0.056,,,,0.117,,,,5977.0,,0.91,,,3
2178,Kepler-375,b,,Transit,2,12.125934,0.101,,,,0.129,,,,5826.0,,0.84,,,3
2179,Kepler-375,c,,Transit,2,19.986326,0.141,,,,0.236,,,,5826.0,,0.84,,,3
2180,Kepler-376,b,,Transit,2,4.920199,0.057,,,,0.095,,,,5900.0,,1.18,,,3
2181,Kepler-376,c,,Transit,2,14.172327,0.115,,,,0.16,,,,5900.0,,1.18,,,3
2182,Kepler-377,b,,Transit,2,12.509529,0.109,,,,0.124,,,,5949.0,,1.22,,,3
2183,Kepler-377,c,,Transit,2,27.014976,0.182,,,,0.184,,,,5949.0,,1.22,,,3
2184,PH2,b,[Fe/H],Transit,1,282.5255,0.828,0.41,89.83,,0.903,,281.0,,5629.0,0.94,1.0,,-0.102,3
2185,POTS-1,b,[Fe/H],Transit,1,3.1606296,0.03734,,88.06,2.31,0.941,,,,4400.0,0.695,0.59,,,3
2186,PSR J1719-1438,b,,Pulsar Timing,1,0.09070629,0.0044,0.06,,1.2,,23.0,,,4500.0,1.4,0.04,12.5,,3
2187,ROXs 12,b,,Imaging,1,,210.0,,,16.0,,,,,3850.0,0.87,,0.008,,3
2188,ROXs 42 B,b,,Imaging,1,,157.0,,,9.0,,,1975.0,,,,,,,3
2189,SR 12 AB,c,,Imaging,1,,,,,13.0,,,,,,,,,,3
2190,SWEEPS-4,b,,Transit,1,4.2,0.055,,,3.8,0.81,,,,,1.24,1.18,,,3
2191,SWEEPS-11,b,,Transit,1,1.796,0.03,,,9.7,1.13,,,,,1.1,1.45,,,3
2192,TrES-3,b,,Transit,1,1.30618581,0.02282,0.0,81.85,1.91,1.336,0.994,,,5650.0,0.928,0.83,,-0.204,3
2193,UZ For,b,,Eclipse Timing Variations,2,5840.0,5.9,0.04,,6.3,,,,,,0.7,,,,3
2194,UZ For,c,,Eclipse Timing Variations,2,1916.25,2.8,0.05,,7.7,,,,,,0.7,,,,3
2195,HD 46375,b,[Fe/H],Radial Velocity,1,3.023573,0.0398,0.063,,,,,,,5285.0,0.92,,,,3
2196,iot Dra,b,,Radial Velocity,1,511.098,1.275,0.7124,,,,,,,4548.0,1.05,,,,3
2197,Kepler-421,b,[Fe/H],Transit,1,704.1984,1.219,0.041,89.965,,0.371,,185.0,,5308.0,0.794,0.76,4.0,-0.398,3
2198,Kepler-378,b,,Transit,2,16.092361,0.112,,,,0.067,,,,4661.0,,0.67,,,3
2199,Kepler-378,c,,Transit,2,28.906009,0.166,,,,0.062,,,,4661.0,,0.67,,,3
2200,Kepler-379,b,,Transit,2,20.09838,0.152,,,,0.148,,,,6054.0,,1.31,,,3
2201,Kepler-379,c,,Transit,2,62.784697,0.326,,,,0.204,,,,6054.0,,1.31,,,3
2202,Kepler-38,b,[m/H],Transit,1,105.599,0.4632,0.032,89.442,0.384,0.384,,475.0,,5623.0,0.941,1.75,10.0,,3
2203,Kepler-380,b,,Transit,2,3.930821,0.05,,,,0.106,,,,6045.0,,1.22,,,3
2204,Kepler-380,c,,Transit,2,7.630004,0.078,,,,0.113,,,,6045.0,,1.22,,,3
2205,Kepler-381,b,,Transit,2,5.629021,0.066,,,,0.088,,,,6152.0,,1.57,,,3
2206,Kepler-381,c,,Transit,2,13.391635,0.117,,,,0.1,,,,6152.0,,1.57,,,3
2207,Kepler-382,b,,Transit,2,5.262155,0.055,,,,0.118,,,,5600.0,,0.94,,,3
2208,Kepler-382,c,,Transit,2,12.162701,0.097,,,,0.142,,,,5600.0,,0.94,,,3
2209,Kepler-383,b,,Transit,2,12.904532,0.095,,,,0.118,,,,4710.0,,0.67,,,3
2210,Kepler-383,c,,Transit,2,31.200751,0.172,,,,0.111,,,,4710.0,,0.67,,,3
2211,Kepler-384,b,,Transit,2,22.597053,0.148,,,,0.1,,,,5577.0,,0.88,,,3
2212,Kepler-384,c,,Transit,2,45.348269,0.236,,,,0.101,,,,5577.0,,0.88,,,3
2213,Kepler-385,b,,Transit,2,10.043686,0.097,,,,0.244,,,,6326.0,,1.13,,,3
2214,Kepler-385,c,,Transit,2,15.163161,0.127,,,,0.271,,,,6326.0,,1.13,,,3
2215,Kepler-386,b,,Transit,2,12.31043,0.096,,,,0.124,,,,5178.0,,0.77,,,3
2216,Kepler-386,c,,Transit,2,25.193458,0.155,,,,0.141,,,,5178.0,,0.77,,,3
2217,Kepler-387,b,,Transit,2,6.791636,0.068,,,,0.092,,,,5774.0,,1.05,,,3
2218,Kepler-387,c,,Transit,2,11.837549,0.098,,,,0.079,,,,5774.0,,1.05,,,3
2219,Kepler-388,b,,Transit,2,3.173315,0.036,,,,0.072,,,,4498.0,,0.59,,,3
2220,Kepler-388,c,,Transit,2,13.297004,0.093,,,,0.077,,,,4498.0,,0.59,,,3
2221,WASP-1,b,,Transit,1,2.5199454,0.03889,0.0,90.0,0.854,1.483,0.348,,,,1.24,1.47,3.4,0.441,3
2222,WASP-10,b,,Transit,1,3.0927616,0.03781,,88.49,3.15,1.08,4.14,1370.0,,4675.0,0.75,0.7,,,3
2223,WASP-103,b,[Fe/H],Transit,1,0.925542,0.01985,,86.3,1.49,1.528,0.55,2508.0,,6110.0,1.22,1.44,4.0,0.413,3
2224,Kepler-389,b,,Transit,2,3.244107,0.041,,,,0.135,,,,5376.0,,0.79,,,3
2225,Kepler-389,c,,Transit,2,14.51143,0.11,,,,0.13,,,,5376.0,,0.79,,,3
2226,Kepler-390,b,,Transit,2,6.738088,0.065,,,,0.073,,,,5166.0,,0.78,,,3
2227,Kepler-390,c,,Transit,2,13.060022,0.101,,,,0.07,,,,5166.0,,0.78,,,3
2228,Kepler-391,b,,Transit,2,7.416755,0.082,,,,0.285,,,,4940.0,,3.57,,,3
2229,Kepler-391,c,,Transit,2,20.485435,0.161,,,,0.316,,,,4940.0,,3.57,,,3
2230,Kepler-392,b,,Transit,2,5.341853,0.059,,,,0.089,,,,5938.0,,1.13,,,3
2231,Kepler-392,c,,Transit,2,10.423118,0.093,,,,0.098,,,,5938.0,,1.13,,,3
2232,Kepler-393,b,,Transit,2,9.182417,0.091,,,,0.115,,,,6189.0,,1.38,,,3
2233,Kepler-393,c,,Transit,2,14.613612,0.124,,,,0.119,,,,6189.0,,1.38,,,3
2234,Kepler-394,b,,Transit,2,8.005013,0.083,,,,0.143,,,,6402.0,,1.13,,,3
2235,Kepler-394,c,,Transit,2,12.130686,0.11,,,,0.148,,,,6402.0,,1.13,,,3
2236,Kepler-395,b,,Transit,2,7.054346,0.061,,,,0.092,,,,4262.0,,0.56,,,3
2237,Kepler-395,c,,Transit,2,34.989262,0.177,,,,0.118,,,,4262.0,,0.56,,,3
2238,Kepler-396,b,,Transit,2,42.994,,,,0.238,0.312,,,,,0.85,1.06,,,3
2239,WASP-21,b,,Transit,1,4.322482,0.052,0.0,88.75,0.3,1.07,0.32,,,,,,,,3
2240,CoRoT-22,b,[Fe/H],Transit,1,9.75598,0.092,0.077,89.749,0.038,0.435,0.249,885.0,,5939.0,1.099,1.14,3.3,,3
2241,Kepler-397,b,,Transit,2,22.250949,0.144,,,,0.219,,,,5307.0,,0.77,,,3
2242,Kepler-397,c,,Transit,2,135.498527,0.48,,,,0.551,,,,5307.0,,0.77,,,3
2243,Kepler-398,b,,Transit,3,4.081423,0.044,,,,0.083,,,,4493.0,,0.61,,,3
2244,Kepler-398,c,,Transit,3,11.419412,0.087,,,,0.09,,,,4493.0,,0.61,,,3
2245,Kepler-399,b,,Transit,3,14.425281,0.103,,,,0.086,,,,5502.0,,0.68,,,3
2246,Kepler-399,c,,Transit,3,26.67569,0.155,,,,0.128,,,,5502.0,,0.68,,,3
2247,Kepler-399,d,,Transit,3,58.034616,0.261,,,,0.169,,,,5502.0,,0.68,,,3
2248,Kepler-4,b,[Fe/H],Transit,1,3.21346,0.0456,0.0,89.76,0.077,0.357,1.91,1650.0,,5857.0,1.223,1.49,4.5,0.354,3
2249,Kepler-396,c,,Transit,2,88.505,,,,0.056,0.473,,,,,0.85,1.06,,,3
2250,Kepler-40,b,[Fe/H],Transit,1,6.87349,0.08,0.0,89.7,2.2,1.17,1.68,1620.0,,6510.0,1.48,2.13,2.8,,3
2251,Kepler-400,b,,Transit,2,9.024389,0.087,,,,0.147,,,,5886.0,,1.15,,,3
2252,Kepler-400,c,,Transit,2,17.340824,0.134,,,,0.133,,,,5886.0,,1.15,,,3
2253,Kepler-401,b,,Transit,3,14.383035,0.122,,,,0.153,,,,6117.0,,1.33,,,3
2254,Kepler-401,c,,Transit,3,47.318218,0.269,,,,0.192,,,,6117.0,,1.33,,,3
2255,Kepler-402,b,,Transit,4,4.028751,0.051,,,,0.109,,,,6090.0,,1.26,,,3
2256,WASP-23,b,,Transit,1,2.9444256,0.0376,0.062,88.39,0.884,0.962,,,,5150.0,0.78,0.77,,,3
2257,WASP-31,b,,Transit,1,3.4059096,0.04659,0.0,84.41,0.478,1.549,0.172,,,6302.0,1.163,1.25,,,3
2258,GJ 3634,b,,Radial Velocity,1,2.64561,0.0287,0.08,59.0,0.026,,,,,,0.45,0.43,5.0,-1.699,3
2259,HD 142,b,[Fe/H],Radial Velocity,2,349.7,1.02,0.17,,,,,,,6245.0,1.232,1.47,,,3
2260,HD 142,c,[Fe/H],Radial Velocity,2,6005.0,6.8,0.21,,,,,,,6245.0,1.232,1.47,,,3
2261,HD 160691,b,,Radial Velocity,4,643.25,1.497,0.128,,,,,,,,1.08,,6.4,,3
2262,HD 160691,c,,Radial Velocity,4,4205.8,5.235,0.0985,,,,,,,,1.08,,6.4,,3
2263,HD 160691,d,,Radial Velocity,4,9.6386,0.09094,0.172,,,,,,,,1.08,,6.4,,3
2264,HD 160691,e,,Radial Velocity,4,310.55,0.921,0.0666,,,,,,,,1.08,,6.4,,3
2265,Kepler-402,c,,Transit,4,6.124821,0.068,,,,0.139,,,,6090.0,,1.26,,,3
2266,Kepler-402,d,,Transit,4,8.921099,0.087,,,,0.123,,,,6090.0,,1.26,,,3
2267,Kepler-402,e,,Transit,4,11.242861,0.102,,,,0.13,,,,6090.0,,1.26,,,3
2268,Kepler-403,b,,Transit,3,7.031462,0.076,,,,0.112,,,,6090.0,,1.33,,,3
2269,Kepler-403,c,,Transit,3,54.280749,0.297,,,,0.156,,,,6090.0,,1.33,,,3
2270,Kepler-404,b,,Transit,2,11.829851,0.102,,,,0.113,,,,5654.0,,0.88,,,3
2271,Kepler-404,c,,Transit,2,14.751166,0.118,,,,0.153,,,,5654.0,,0.88,,,3
2272,Kepler-405,b,,Transit,2,10.613839,0.095,,,,0.186,,,,5818.0,,0.89,,,3
2273,Kepler-405,c,,Transit,2,29.726682,0.188,,,,0.416,,,,5818.0,,0.89,,,3
2274,Kepler-406,b,[Fe/H],Transit,2,2.42629,,,,0.02,0.128,11.82,,,5538.0,1.07,1.07,5.84,,3
2275,Kepler-406,c,[Fe/H],Transit,2,4.62332,,,,0.009,0.076,24.39,,,5538.0,1.07,1.07,5.84,,3
2276,Kepler-407,b,[Fe/H],Transit,2,0.66931,,,,0.01007,0.095,,,,5476.0,1.0,1.01,7.47,,3
2277,Kepler-407,c,[Fe/H],Radial Velocity,2,3000.0,,,,12.6,,,,,5476.0,1.0,1.01,7.47,,3
2278,Kepler-408,b,[Fe/H],Transit,1,2.46502,,,,0.01573,0.073,,,,6104.0,1.08,1.23,6.68,,3
2279,Kepler-409,b,[Fe/H],Transit,1,68.9584,,,,0.06922,0.106,,,,5460.0,0.92,0.89,6.8,,3
2280,Kepler-410 A,b,[Fe/H],Transit,1,17.833648,0.1226,0.17,87.72,,0.253,,,,6273.0,1.214,1.35,2.76,0.435,3
2281,K2-163,b,[Fe/H],Transit,1,6.673117,,,88.253,,0.22,,,,4937.0,0.8261,0.76,,,3
2282,K2-201,b,[Fe/H],Transit,2,1.05979,,,84.414,,0.125,,,,5507.0,0.9561,0.88,,,3
2283,K2-201,c,[Fe/H],Transit,2,22.779878,,,89.272,,0.293,,,,5507.0,0.9561,0.88,,,3
2284,K2-202,b,[Fe/H],Transit,1,3.405164,,,87.672,,0.205,,,,5491.0,0.9715,0.91,,,3
2285,HATS-8,b,[Fe/H],Transit,1,3.583893,0.04667,0.376,87.8,0.138,0.873,0.259,1324.0,,5679.0,1.056,1.09,5.1,,3
2286,HD 10180,c,[Fe/H],Radial Velocity,6,5.75969,0.06412,0.073,,,,,,,5911.0,1.06,1.11,,,3
2287,HD 10180,d,[Fe/H],Radial Velocity,6,16.357,0.12859,0.131,,,,,,,5911.0,1.06,1.11,,,3
2288,HD 10180,e,[Fe/H],Radial Velocity,6,49.748,0.2699,0.051,,,,,,,5911.0,1.06,1.11,,,3
2289,HD 10180,f,[Fe/H],Radial Velocity,6,122.744,0.4929,0.119,,,,,,,5911.0,1.06,1.11,,,3
2290,HD 10180,g,[Fe/H],Radial Velocity,6,604.67,1.427,0.263,,,,,,,5911.0,1.06,1.11,,,3
2291,HD 10180,h,[Fe/H],Radial Velocity,6,2205.0,3.381,0.095,,,,,,,5911.0,1.06,1.11,,,3
2292,HD 128311,b,,Radial Velocity,2,453.019,1.084,0.303,30.0,,,,,,,0.828,0.76,0.96,,3
2293,HD 128311,c,,Radial Velocity,2,921.538,1.74,0.159,55.95,3.789,,,,,,0.828,0.76,0.96,,3
2294,HD 43197,b,[Fe/H],Radial Velocity,1,327.8,0.92,0.83,,,,,,,5508.0,0.96,1.0,,-0.137,3
2295,Kepler-436,b,[Fe/H],Transit,2,64.00205,0.339,0.19,89.93,,0.24,,,1.69,4651.0,0.729,0.7,3.0,-0.701,3
2296,K2-164,b,[Fe/H],Transit,1,17.355066,,,87.89,,0.29,,,,5791.0,1.1809,2.2,,,3
2297,K2-165,b,[Fe/H],Transit,3,2.354992,,,87.083,,0.114,,,,5185.0,0.8348,0.8,,,3
2298,K2-165,c,[Fe/H],Transit,3,4.382745,,,87.054,,0.139,,,,5185.0,0.8348,0.8,,,3
2299,K2-165,d,[Fe/H],Transit,3,14.101361,,,89.002,,0.236,,,,5185.0,0.8348,0.8,,,3
2300,K2-209,b,[Fe/H],Transit,1,2.080615,,,86.231,,0.077,,,,4720.0,0.7448,0.71,,,3
2301,K2-203,b,[Fe/H],Transit,1,9.695101,,,88.43,,0.122,,,,5000.0,0.7935,0.76,,,3
2302,K2-204,b,[Fe/H],Transit,1,7.055784,,,87.649,,0.272,,,,5755.0,1.0093,1.18,,,3
2303,K2-205,b,[Fe/H],Transit,1,26.672263,,,89.097,,0.178,,,,5890.0,0.951,1.08,,,3
2304,K2-206,b,[Fe/H],Transit,1,18.294549,,,89.112,,0.249,,,,5043.0,0.7895,0.76,,,3
2305,K2-207,b,[Fe/H],Transit,1,12.48749,,,88.62,,0.232,,,,5522.0,0.9419,0.93,,,3
2306,K2-208,b,[Fe/H],Transit,1,4.190948,,,88.043,,0.15,,,,5582.0,0.9252,0.86,,,3
2307,HD 192310,b,[Fe/H],Radial Velocity,2,74.72,0.32,0.13,90.0,,,,355.0,,5166.0,0.8,,7.81,-0.415,3
2308,HD 192310,c,[Fe/H],Radial Velocity,2,525.8,1.18,0.32,90.0,,,,185.0,,5166.0,0.8,,7.81,-0.415,3
2309,Kepler-453,b,[m/H],Transit,1,240.503,0.7903,0.0359,89.443,0.05034,0.553,,,,5527.0,0.944,0.83,2.49,,3
2310,WASP-83,b,[Fe/H],Transit,1,4.971252,0.059,0.0,88.9,0.3,1.04,0.35,1120.0,,5510.0,1.11,1.05,5.0,,3
2311,WASP-89,b,[Fe/H],Transit,1,3.3564227,0.0427,0.193,89.4,5.9,1.04,7.0,1120.0,,5130.0,0.92,0.88,1.3,,3
2312,K2-6,b,[Fe/H],Transit,1,30.94191,0.1898,,,,0.223,,615.0,,5850.0,0.97,0.96,,,3
2313,K2-7,b,[Fe/H],Transit,1,28.67992,0.1814,,,,0.238,,651.0,,5772.0,0.97,0.96,,,3
2314,Kepler-437,b,[Fe/H],Transit,1,66.65062,0.288,0.02,89.9,,0.19,,,2.15,4551.0,0.707,0.68,2.9,-0.762,3
2315,Kepler-438,b,[Fe/H],Transit,1,35.23319,0.166,0.03,89.86,,0.1,,,1.4,3748.0,0.544,0.52,4.4,-1.357,3
2316,Kepler-439,b,[Fe/H],Transit,1,178.1396,0.563,0.03,89.95,,0.2,,,1.83,5431.0,0.884,0.87,7.2,-0.236,3
2317,Kepler-440,b,[Fe/H],Transit,1,101.11141,0.242,0.34,89.93,,0.17,,,1.2,4134.0,0.575,0.56,1.3,-1.102,3
2318,Kepler-441,b,[Fe/H],Transit,1,207.2482,0.64,0.1,89.97,,0.15,,,0.21,4340.0,0.572,0.55,1.9,-1.051,3
2319,K2-210,b,[Fe/H],Transit,1,0.570233,,,84.105,,0.073,,,,5396.0,0.9117,0.85,,,3
2320,K2-211,b,[Fe/H],Transit,1,0.669558,,,81.569,,0.123,,,,5221.0,0.8819,0.82,,,3
2321,K2-213,b,[Fe/H],Transit,1,8.13087,,,87.862,,0.135,,,,5794.0,1.0696,1.2,,,3
2322,K2-11,b,[Fe/H],Transit,1,39.93767,0.2257,,,,0.674,,734.0,,5433.0,1.35,5.15,,,3
2323,K2-12,b,[Fe/H],Transit,1,8.28212,0.0802,,,,0.208,,1003.0,,5800.0,1.01,1.01,,,3
2324,K2-13,b,[Fe/H],Transit,1,39.91488,0.2114,,,,0.169,,511.0,,5698.0,0.8,0.78,,,3
2325,K2-14,b,[Fe/H],Transit,1,8.36802,0.0627,,,,0.429,,488.0,,3789.0,0.47,0.45,,,3
2326,K2-15,b,[Fe/H],Transit,1,11.8104,0.091,,,,0.221,,676.0,,5131.0,0.72,0.68,,,3
2327,K2-17,b,[Fe/H],Transit,1,17.96753,0.119,,,,0.199,,487.0,,4320.0,0.71,0.66,,,3
2328,Kepler-452,b,[Fe/H],Transit,1,384.843,1.046,,89.806,,0.145,,265.0,1.1,5757.0,1.037,1.11,6.0,,3
2329,Kepler-442,b,[Fe/H],Transit,1,112.3053,0.409,0.04,89.94,,0.12,,,0.66,4402.0,0.609,0.6,2.9,-0.932,3
2330,Kepler-443,b,[Fe/H],Transit,1,177.6693,0.495,0.11,89.94,,0.21,,,0.86,4723.0,0.738,0.71,3.2,-0.664,3
2331,HD 103720,b,[Fe/H],Radial Velocity,1,4.5557,0.0498,0.086,,,,,,,5017.0,0.794,0.73,3.8,,3
2332,HD 564,b,[Fe/H],Radial Velocity,1,492.3,1.2,0.096,,,,,,,5902.0,0.961,1.01,5.5,,3
2333,HD 30669,b,[Fe/H],Radial Velocity,1,1684.0,2.69,0.18,,,,,,,5400.0,0.92,0.91,4.8,,3
2334,HD 108341,b,[Fe/H],Radial Velocity,1,1129.0,2.0,0.85,,,,,,,5122.0,0.843,0.79,4.9,,3
2335,BD-11 4672,b,[Fe/H],Radial Velocity,1,1667.0,2.28,0.05,,,,,,,4475.0,0.571,0.52,4.4,,3
2336,HD 113538,b,[Fe/H],Radial Velocity,2,663.2,1.24,0.14,,,,,,,4462.0,0.585,0.53,4.3,,3
2337,HD 113538,c,[Fe/H],Radial Velocity,2,1818.0,2.44,0.2,,,,,,,4462.0,0.585,0.53,4.3,,3
2338,K2-215,b,[Fe/H],Transit,1,8.269648,,,88.984,,0.189,,,,5704.0,1.0,0.97,,,3
2339,K2-217,b,[Fe/H],Transit,1,14.074524,,,88.043,,0.319,,,,5967.0,1.1027,1.33,,,3
2340,K2-218,b,[Fe/H],Transit,1,8.679885,,,88.453,,0.229,,,,5757.0,1.0475,1.01,,,3
2341,K2-219,b,[Fe/H],Transit,3,3.901287,,,86.795,,0.12,,,,5753.0,1.0215,1.19,,,3
2342,K2-219,c,[Fe/H],Transit,3,6.66767,,,87.269,,0.128,,,,5753.0,1.0215,1.19,,,3
2343,K2-219,d,[Fe/H],Transit,3,11.137278,,,88.287,,0.23,,,,5753.0,1.0215,1.19,,,3
2344,HD 145934,b,,Radial Velocity,1,2730.0,4.6,0.053,,,,,,,,1.748,5.38,,,3
2345,Kepler-186,f,[Fe/H],Transit,5,129.9441,0.432,0.04,89.96,,0.104,,,0.3,3755.0,0.544,0.52,4.0,-1.26,3
2346,Kepler-433,b,[Fe/H],Transit,1,5.33408384,0.0679,0.119,89.21,2.82,1.45,1.13,1776.0,,6360.0,1.46,2.26,2.67,0.88,3
2347,Kepler-434,b,[Fe/H],Transit,1,12.8747099,0.1143,0.131,86.46,2.86,1.13,2.4,1000.0,,5977.0,1.198,1.38,4.0,0.33,3
2348,Kepler-435,b,[Fe/H],Transit,1,8.6001536,0.0948,0.114,85.51,0.84,1.99,0.131,1729.0,,6161.0,1.538,3.21,2.25,1.129,3
2349,K2-167,b,[Fe/H],Transit,1,9.977481,,,88.604,,0.252,,,,5908.0,1.0163,1.83,,,3
2350,K2-169,b,[Fe/H],Transit,1,6.380803,,,87.837,,0.114,,,,5548.0,0.9861,0.92,,,3
2351,K2-170,b,[Fe/H],Transit,2,7.576544,,,87.989,,0.127,,,,5748.0,0.9637,0.98,,,3
2352,K2-170,c,[Fe/H],Transit,2,12.400047,,,88.668,,0.161,,,,5748.0,0.9637,0.98,,,3
2353,K2-221,b,[Fe/H],Transit,1,2.399094,,,85.447,,0.15,,,,5716.0,1.0108,0.95,,,3
2354,Kepler-445,c,[Fe/H],Transit,3,4.871229,,0.0,89.91,,0.22,,,,3157.0,0.18,0.21,,,3
2355,Kepler-445,b,[Fe/H],Transit,3,2.984151,,0.0,89.74,,0.14,,,,3157.0,0.18,0.21,,,3
2356,Kepler-445,d,[Fe/H],Transit,3,8.15275,,0.0,89.61,,0.11,,,,3157.0,0.18,0.21,,,3
2357,Kepler-446,b,[Fe/H],Transit,3,1.565409,,0.0,87.42,,0.13,,,,3359.0,0.22,0.24,,,3
2358,Kepler-446,d,[Fe/H],Transit,3,5.148921,,0.0,88.72,,0.12,,,,3359.0,0.22,0.24,,,3
2359,Kepler-446,c,[Fe/H],Transit,3,3.036179,,0.0,88.97,,0.1,,,,3359.0,0.22,0.24,,,3
2360,HD 44219,b,[Fe/H],Radial Velocity,1,472.3,1.19,0.61,,,,,,,5752.0,1.0,1.32,,0.26,3
2361,K2-171,b,[Fe/H],Transit,1,5.628466,,,85.048,,0.24,,,,5250.0,0.8916,1.72,,,3
2362,K2-172,b,[Fe/H],Transit,2,14.316941,,,88.914,,0.149,,,,5569.0,0.9344,0.87,,,3
2363,K2-172,c,[Fe/H],Transit,2,29.62682,,,89.497,,0.286,,,,5569.0,0.9344,0.87,,,3
2364,K2-227,b,[Fe/H],Transit,1,13.621832,,,88.374,,0.149,,,,5673.0,0.9508,0.89,,,3
2365,Kepler-423,b,[M/H],Transit,1,2.6843285,0.03585,0.019,87.828,0.595,1.192,0.459,1605.0,,5560.0,0.85,0.95,11.0,,3
2366,Kepler-444,b,[Fe/H],Transit,5,3.6001053,0.04178,0.16,88.0,,0.036,,,,5046.0,0.758,0.75,11.23,,3
2367,Kepler-444,c,[Fe/H],Transit,5,4.5458841,0.04881,0.31,88.2,,0.044,,,,5046.0,0.758,0.75,11.23,,3
2368,Kepler-444,d,[Fe/H],Transit,5,6.189392,0.06,0.18,88.16,,0.047,,,,5046.0,0.758,0.75,11.23,,3
2369,Kepler-444,e,[Fe/H],Transit,5,7.743493,0.0696,0.1,89.13,,0.049,,,,5046.0,0.758,0.75,11.23,,3
2370,CoRoT-28,b,[Fe/H],Transit,1,5.20851,0.0603,0.047,88.1,0.484,0.955,0.69,,,5150.0,1.01,1.78,12.0,,3
2371,CoRoT-29,b,[Fe/H],Transit,1,2.85057,0.0386,0.082,87.3,0.85,0.9,1.45,,,5260.0,0.97,0.9,4.5,,3
2372,HD 8535,b,[Fe/H],Radial Velocity,1,1313.0,2.45,0.15,,,,,,,6136.0,1.13,1.19,,,3
2373,HATS-14,b,[Fe/H],Transit,1,2.7667641,0.03815,0.142,88.83,1.071,1.039,1.191,1276.0,,5346.0,0.967,0.93,4.9,,3
2374,OGLE-2012-BLG-0563L,b,,Microlensing,1,,0.9,,,0.39,,,,,,0.34,,,,3
2375,BD+48 738,b,[Fe/H],Radial Velocity,1,392.6,1.0,0.2,,,,,,,4414.0,0.74,11.0,,1.69,3
2376,bet Pic,b,,Imaging,2,7665.0,9.1,0.08,88.9,,,,,,,1.76,,,,3
2377,HD 20794,b,[Fe/H],Radial Velocity,4,18.315,0.1207,0.0,90.0,,,,660.0,,5401.0,0.7,,5.76,,3
2378,HD 20794,c,[Fe/H],Radial Velocity,4,40.114,0.2036,0.0,90.0,,,,508.0,,5401.0,0.7,,5.76,,3
2379,HD 20794,d,[Fe/H],Radial Velocity,4,90.309,0.3499,0.0,90.0,,,,388.0,,5401.0,0.7,,5.76,,3
2380,RR Cae,b,,Eclipse Timing Variations,1,4343.5,5.3,0.0,17.6,,,,,,,0.44,,,,3
2381,Kepler-444,f,[Fe/H],Transit,5,9.740486,0.0811,0.29,87.96,,0.066,,,,5046.0,0.758,0.75,11.23,,3
2382,OGLE-2013-BLG-0102L,b,,Microlensing,1,,0.8,,,12.569,,,,,,0.096,,,,3
2383,Kepler-39,b,[Fe/H],Transit,1,21.08721,0.164,0.112,89.07,20.1,1.24,13.0,897.0,,6350.0,1.29,1.4,2.1,,3
2384,Kepler-41,b,[Fe/H],Transit,1,1.8555582,0.03101,0.0,82.51,0.56,1.29,0.33,1790.0,,5750.0,1.15,1.29,4.4,,3
2385,Kepler-44,b,[Fe/H],Transit,1,3.2467293,0.0446,0.066,84.96,1.0,1.09,0.93,1544.0,,5800.0,1.12,1.35,5.8,,3
2386,Kepler-74,b,[Fe/H],Transit,1,7.340711,0.0781,0.0,87.46,0.63,0.96,0.88,1078.0,,6000.0,1.18,1.12,0.8,,3
2387,Kepler-75,b,[Fe/H],Transit,1,8.8849116,0.0818,0.57,89.12,10.1,1.05,11.0,767.0,,5200.0,0.91,0.89,6.2,,3
2388,K2-80,d,[Fe/H],Transit,3,28.867253,,,89.397,,0.228,,,,5377.0,0.9131,0.84,,,3
2389,TrES-5,b,[Fe/H],Transit,1,1.48224686,0.02459,,84.27,1.79,1.194,1.31,1480.0,,5171.0,0.901,0.87,,,3
2390,WASP-80,b,[Fe/H],Transit,1,3.06785234,0.0344,0.002,89.02,0.538,0.999,0.717,825.0,,4143.0,0.577,0.59,,,3
2391,Kepler-296,c,[Fe/H],Transit,5,5.8416366,0.0521,0.33,,,0.178,,,14.8,3740.0,0.498,0.48,,,3
2392,Kepler-296,d,[Fe/H],Transit,5,19.850291,0.118,0.33,,,0.186,,,2.9,3740.0,0.498,0.48,,,3
2393,Kepler-296,e,[Fe/H],Transit,5,34.14211,0.169,0.33,,,0.136,,,1.41,3740.0,0.498,0.48,,,3
2394,Kepler-296,f,[Fe/H],Transit,5,63.33627,0.255,0.33,,,0.161,,,0.62,3740.0,0.498,0.48,,,3
2395,BD+49 828,b,[Fe/H],Radial Velocity,1,2590.0,4.2,0.35,,,,,,,4943.0,1.52,7.6,2.34,1.47,3
2396,GJ 436,b,,Radial Velocity,1,2.64388312,0.0291,0.13827,86.44,0.07,0.372,1.8,,,,0.47,0.46,,,3
